SHOULDBE,CURRENTNAME ,state,STATEABBR,FIPS,NYTFIPS
Williamsburg,Pittsylvania County,Virginia,VA,51061,51103
York,Powhatan County,Virginia,VA,51063,51105
Aurora,Prince Edward County,Virginia,VA,51065,51678
Beadle,Prince George County,Virginia,VA,51067,51107
Bennett,Prince William County,Virginia,VA,51620,51109
Bon Homme,Pulaski County,Virginia,VA,51069,51111
Brookings,Rappahannock County,Virginia,VA,51630,51680
Brown,Richmond County,Virginia,VA,51640,51113
Brule,Roanoke County,Virginia,VA,51071,51683
Buffalo,Rockbridge County,Virginia,VA,51073,51685
Butte,Rockingham County,Virginia,VA,51075,51690
Campbell,Russell County,Virginia,VA,51077,51115
Charles Mix,Scott County,Virginia,VA,51079,51117
Clark,Shenandoah County,Virginia,VA,51081,51119
Clay,Smyth County,Virginia,VA,51083,51121
Codington,Southampton County,Virginia,VA,51650,51125
Corson,Spotsylvania County,Virginia,VA,51085,51127
Custer,Stafford County,Virginia,VA,51660,51700
Davison,Surry County,Virginia,VA,51087,51710
Day,Sussex County,Virginia,VA,51089,51131
Deuel,Tazewell County,Virginia,VA,51091,51133
Dewey,Warren County,Virginia,VA,51670,51720
Douglas,Washington County,Virginia,VA,51093,51135
Edmunds,Westmoreland County,Virginia,VA,51095,51137
Fall River,Wise County,Virginia,VA,51097,51139
Faulk,Wythe County,Virginia,VA,51099,51141
Grant,York County,Virginia,VA,51101,51730
Gregory,Alexandria city,Virginia,VA,51103,51143
Haakon,Bristol city,Virginia,VA,51105,51735
Hamlin,Buena Vista city,Virginia,VA,51678,51740
Hand,Charlottesville city,Virginia,VA,51107,51145
Hanson,Chesapeake city,Virginia,VA,51109,51147
Harding,Colonial Heights city,Virginia,VA,51111,51149
Hughes,Covington city,Virginia,VA,51680,51153
Hutchinson,Danville city,Virginia,VA,51113,51155
Hyde,Emporia city,Virginia,VA,51683,51750
Jackson,Fairfax city,Virginia,VA,51685,51157
Jerauld,Falls Church city,Virginia,VA,51690,51159
Jones,Franklin city,Virginia,VA,51115,51760
Kingsbury,Fredericksburg city,Virginia,VA,51117,51161
Lake,Galax city,Virginia,VA,51119,51770
Lawrence,Hampton city,Virginia,VA,51121,51163
Lincoln,Harrisonburg city,Virginia,VA,51125,51165
Lyman,Hopewell city,Virginia,VA,51127,51167
Marshall,Lexington city,Virginia,VA,51700,51775
McCook,Lynchburg city,Virginia,VA,51710,51169
McPherson,Manassas city,Virginia,VA,51131,51171
Meade,Manassas Park city,Virginia,VA,51133,51173
Mellette,Martinsville city,Virginia,VA,51720,51175
Miner,Newport News city,Virginia,VA,51135,51177
Minnehaha,Norfolk city,Virginia,VA,51137,51179
Moody,Norton city,Virginia,VA,51139,51790
Oglala Lakota,Petersburg city,Virginia,VA,51141,51800
Pennington,Poquoson city,Virginia,VA,51730,51181
Perkins,Portsmouth city,Virginia,VA,51143,51183
Potter,Radford city,Virginia,VA,51735,51185
Roberts,Richmond city,Virginia,VA,51740,51810
Sanborn,Roanoke city,Virginia,VA,51145,51187
Spink,Salem city,Virginia,VA,51147,51191
Stanley,Staunton city,Virginia,VA,51149,51820
Sully,Suffolk city,Virginia,VA,51153,51193
Todd,Virginia Beach city,Virginia,VA,51155,51830
Tripp,Waynesboro city,Virginia,VA,51750,51840
Turner,Williamsburg city,Virginia,VA,51157,51195
Union,Winchester city,Virginia,VA,51159,51197
Walworth,Adams County,Virginia,WA,51760,51199
Yankton,Asotin County,Washington,WA,51161,53001
Ziebach,Benton County,Washington,WA,51770,53003
Anderson,Chelan County,Washington,WA,51163,53005
Bedford,Clallam County,Washington,WA,51165,53007
Benton,Clark County,Washington,WA,51167,53009
Bledsoe,Columbia County,Washington,WA,51775,53011
Blount,Cowlitz County,Washington,WA,51169,53013
Bradley,Douglas County,Washington,WA,51171,53015
Campbell,Ferry County,Washington,WA,51173,53017
Cannon,Franklin County,Washington,WA,51175,53019
Carroll,Garfield County,Washington,WA,51177,53021
Carter,Grant County,Washington,WA,51179,53023
Cheatham,Grays Harbor County,Washington,WA,51790,53025
Chester,Island County,Washington,WA,51800,53027
Claiborne,Jefferson County,Washington,WA,51181,53029
Clay,King County,Washington,WA,51183,53031
Cocke,Kitsap County,Washington,WA,51185,53033
Coffee,Kittitas County,Washington,WA,51810,53035
Crockett,Klickitat County,Washington,WA,51187,53037
Cumberland,Lewis County,Washington,WA,51191,53039
Davidson,Lincoln County,Washington,WA,51820,53041
Decatur,Mason County,Washington,WA,51193,53043
DeKalb,Okanogan County,Washington,WA,51830,53045
Dickson,Pacific County,Washington,WA,51840,53047
Dyer,Pend Oreille County,Washington,WA,51195,53049
Fayette,Pierce County,Washington,WA,51197,53051
Fentress,San Juan County,Washington,WA,51199,53053
Franklin,Skagit County,Washington,WA,53001,53055
Gibson,Skamania County,Washington,WA,53003,53057
Giles,Snohomish County,Washington,WA,53005,53059
Grainger,Spokane County,Washington,WA,53007,53061
Greene,Stevens County,Washington,WA,53009,53063
Grundy,Thurston County,Washington,WA,53011,53065
Hamblen,Wahkiakum County,Washington,WA,53013,53067
Hamilton,Walla Walla County,Washington,WA,53015,
Hancock,Whatcom County,Washington,WA,53017,53069
Hardeman,Whitman County,Washington,WA,53019,53071
Hardin,Yakima County,Washington,WA,53021,53073
Hawkins,Barbour County,Washington,WV,53023,53075
Haywood,Berkeley County,Washington,WV,53025,53077
Henderson,Boone County,West Virginia,WV,53027,54001
Henry,Braxton County,West Virginia,WV,53029,54003
Hickman,Brooke County,West Virginia,WV,53031,54005
Houston,Cabell County,West Virginia,WV,53033,54007
Humphreys,Calhoun County,West Virginia,WV,53035,54009
Jackson,Clay County,West Virginia,WV,53037,54011
Jefferson,Doddridge County,West Virginia,WV,53039,54013
Johnson,Fayette County,West Virginia,WV,53041,54015
Knox,Gilmer County,West Virginia,WV,53043,54017
Lake,Grant County,West Virginia,WV,53045,54019
Lauderdale,Greenbrier County,West Virginia,WV,53047,54021
Lawrence,Hampshire County,West Virginia,WV,53049,54023
Lewis,Hancock County,West Virginia,WV,53051,54025
Lincoln,Hardy County,West Virginia,WV,53053,54027
Loudon,Harrison County,West Virginia,WV,53055,54029
Macon,Jackson County,West Virginia,WV,53057,54031
Madison,Jefferson County,West Virginia,WV,53059,54033
Marion,Kanawha County,West Virginia,WV,53061,54035
Marshall,Lewis County,West Virginia,WV,53063,54037
Maury,Lincoln County,West Virginia,WV,53065,54039
McMinn,Logan County,West Virginia,WV,53067,54041
McNairy,McDowell County,West Virginia,WV,,54043
Meigs,Marion County,West Virginia,WV,53069,54045
Monroe,Marshall County,West Virginia,WV,53071,54049
Montgomery,Mason County,West Virginia,WV,53073,54051
Moore,Mercer County,West Virginia,WV,53075,54053
Morgan,Mineral County,West Virginia,WV,53077,54047
Obion,Mingo County,West Virginia,WV,54001,54055
Overton,Monongalia County,West Virginia,WV,54003,54057
Perry,Monroe County,West Virginia,WV,54005,54059
Pickett,Morgan County,West Virginia,WV,54007,54061
Polk,Nicholas County,West Virginia,WV,54009,54063
Putnam,Ohio County,West Virginia,WV,54011,54065
Rhea,Pendleton County,West Virginia,WV,54013,54067
Roane,Pleasants County,West Virginia,WV,54015,54069
Robertson,Pocahontas County,West Virginia,WV,54017,54071
Rutherford,Preston County,West Virginia,WV,54019,54073
Scott,Putnam County,West Virginia,WV,54021,54075
Sequatchie,Raleigh County,West Virginia,WV,54023,54077
Sevier,Randolph County,West Virginia,WV,54025,54079
Shelby,Ritchie County,West Virginia,WV,54027,54081
Smith,Roane County,West Virginia,WV,54029,54083
Stewart,Summers County,West Virginia,WV,54031,54085
Sullivan,Taylor County,West Virginia,WV,54033,54087
Sumner,Tucker County,West Virginia,WV,54035,54089
Tipton,Tyler County,West Virginia,WV,54037,54091
Trousdale,Upshur County,West Virginia,WV,54039,54093
Unicoi,Wayne County,West Virginia,WV,54041,54095
Union,Webster County,West Virginia,WV,54043,54097
Van Buren,Wetzel County,West Virginia,WV,54045,54099
Warren,Wirt County,West Virginia,WV,54049,54101
Washington,Wood County,West Virginia,WV,54051,54103
Wayne,Wyoming County,West Virginia,WV,54053,54105
Weakley,Adams County,West Virginia,WI,54047,54107
White,Ashland County,West Virginia,WI,54055,54109
Williamson,Barron County,Wisconsin,WI,54057,55001
Wilson,Bayfield County,Wisconsin,WI,54059,55003
Anderson,Brown County,Wisconsin,WI,54061,55005
Andrews,Buffalo County,Wisconsin,WI,54063,55007
Angelina,Burnett County,Wisconsin,WI,54065,55009
Aransas,Calumet County,Wisconsin,WI,54067,55011
Archer,Chippewa County,Wisconsin,WI,54069,55013
Armstrong,Clark County,Wisconsin,WI,54071,55015
Atascosa,Columbia County,Wisconsin,WI,54073,55017
Austin,Crawford County,Wisconsin,WI,54075,55019
Bailey,Dane County,Wisconsin,WI,54077,55021
Bandera,Dodge County,Wisconsin,WI,54079,55023
Bastrop,Door County,Wisconsin,WI,54081,55025
Baylor,Douglas County,Wisconsin,WI,54083,55027
Bee,Dunn County,Wisconsin,WI,54085,55029
Bell,Eau Claire County,Wisconsin,WI,54087,55031
Bexar,Florence County,Wisconsin,WI,54089,55033
Blanco,Fond du Lac County,Wisconsin,WI,54091,55035
Bosque,Forest County,Wisconsin,WI,54093,55037
Bowie,Grant County,Wisconsin,WI,54095,55039
Brazoria,Green County,Wisconsin,WI,54097,55041
Brazos,Green Lake County,Wisconsin,WI,54099,55043
Brewster,Iowa County,Wisconsin,WI,54101,55045
Briscoe,Iron County,Wisconsin,WI,54103,55047
Brooks,Jackson County,Wisconsin,WI,54105,55049
Brown,Jefferson County,Wisconsin,WI,54107,55051
Burleson,Juneau County,Wisconsin,WI,54109,55053
Burnet,Kenosha County,Wisconsin,WI,55001,55055
Caldwell,Kewaunee County,Wisconsin,WI,55003,55057
Calhoun,La Crosse County,Wisconsin,WI,55005,55059
Callahan,Lafayette County,Wisconsin,WI,55007,55061
Cameron,Langlade County,Wisconsin,WI,55009,55063
Camp,Lincoln County,Wisconsin,WI,55011,55065
Carson,Manitowoc County,Wisconsin,WI,55013,55067
Cass,Marathon County,Wisconsin,WI,55015,55069
Castro,Marinette County,Wisconsin,WI,55017,55071
Chambers,Marquette County,Wisconsin,WI,55019,55073
Cherokee,Menominee County,Wisconsin,WI,55021,55075
Childress,Milwaukee County,Wisconsin,WI,55023,55077
Clay,Monroe County,Wisconsin,WI,55025,55078
Cochran,Oconto County,Wisconsin,WI,55027,55079
Coke,Oneida County,Wisconsin,WI,55029,55081
Coleman,Outagamie County,Wisconsin,WI,55031,55083
Collin,Ozaukee County,Wisconsin,WI,55033,55085
Collingsworth,Pepin County,Wisconsin,WI,55035,55087
Colorado,Pierce County,Wisconsin,WI,55037,55089
Comal,Polk County,Wisconsin,WI,55039,55091
Comanche,Portage County,Wisconsin,WI,55041,55093
Concho,Price County,Wisconsin,WI,55043,55095
Cooke,Racine County,Wisconsin,WI,55045,55097
Coryell,Richland County,Wisconsin,WI,55047,55099
Cottle,Rock County,Wisconsin,WI,55049,55101
Crane,Rusk County,Wisconsin,WI,55051,55103
Crockett,St. Croix County,Wisconsin,WI,55053,55105
Crosby,Sauk County,Wisconsin,WI,55055,55107
Culberson,Sawyer County,Wisconsin,WI,55057,55111
Dallam,Shawano County,Wisconsin,WI,55059,55113
Dallas,Sheboygan County,Wisconsin,WI,55061,55115
Dawson,Taylor County,Wisconsin,WI,55063,55117
Deaf Smith,Trempealeau County,Wisconsin,WI,55065,55109
Delta,Vernon County,Wisconsin,WI,55067,55119
Denton,Vilas County,Wisconsin,WI,55069,55121
DeWitt,Walworth County,Wisconsin,WI,55071,
Dickens,Washburn County,Wisconsin,WI,55073,55123
Dimmit,Washington County,Wisconsin,WI,55075,55125
Donley,Waukesha County,Wisconsin,WI,55077,55127
Duval,Waupaca County,Wisconsin,WI,55078,55129
Eastland,Waushara County,Wisconsin,WI,55079,55131
Ector,Winnebago County,Wisconsin,WI,55081,55133
Edwards,Wood County,Wisconsin,WI,55083,55135
Ellis,Albany County,Wisconsin,WY,55085,55137
El Paso,Big Horn County,Wisconsin,WY,55087,55139
Erath,Campbell County,Wisconsin,WY,55089,55141
Falls,Carbon County,Wyoming,WY,55091,56001
Fannin,Converse County,Wyoming,WY,55093,56003
Fayette,Crook County,Wyoming,WY,55095,56005
Fisher,Fremont County,Wyoming,WY,55097,56007
Floyd,Goshen County,Wyoming,WY,55099,56009
Foard,Hot Springs County,Wyoming,WY,55101,56011
Fort Bend,Johnson County,Wyoming,WY,55103,56013
Franklin,Laramie County,Wyoming,WY,55105,56015
Freestone,Lincoln County,Wyoming,WY,55107,56017
Frio,Natrona County,Wyoming,WY,55111,56019
Gaines,Niobrara County,Wyoming,WY,55113,56021
Galveston,Park County,Wyoming,WY,55115,56023
Garza,Platte County,Wyoming,WY,55117,56025
Gillespie,Sheridan County,Wyoming,WY,55109,56027
Glasscock,Sublette County,Wyoming,WY,55119,56029
Goliad,Sweetwater County,Wyoming,WY,55121,56031
Gonzales,Teton County,Wyoming,WY,,56033
Gray,Uinta County,Wyoming,WY,55123,56035
Grayson,Washakie County,Wyoming,WY,55125,56037
Gregg,Weston County,Wyoming,WY,55127,56039
Grimes,,Wyoming,,55129,56041
Guadalupe,,Wyoming,,55131,56043
Hale,,Wyoming,,55133,56045
Hall,,,,55135,
Hamilton,,,,55137,
Hansford,,,,55139,
Hardeman,,,,55141,
Hardin,,,,56001,
Harris,,,,56003,
Harrison,,,,56005,
Hartley,,,,56007,
Haskell,,,,56009,
Hays,,,,56011,
Hemphill,,,,56013,
Henderson,,,,56015,
Hidalgo,,,,56017,
Hill,,,,56019,
Hockley,,,,56021,
Hood,,,,56023,
Hopkins,,,,56025,
Houston,,,,56027,
Howard,,,,56029,
Hudspeth,,,,56031,
Hunt,,,,56033,
Hutchinson,,,,56035,
Irion,,,,56037,
Jack,,,,56039,
Jackson,,,,56041,
Jasper,,,,56043,
Jeff Davis,,,,56045,
Jefferson,,,,,
Jim Hogg,,,,,
Jim Wells,,,,,
Johnson,,,,,
Jones,,,,,
Karnes,,,,,
Kaufman,,,,,
Kendall,,,,,
Kenedy,,,,,
Kent,,,,,
Kerr,,,,,
Kimble,,,,,
Kinney,,,,,
Kleberg,,,,,
Knox,,,,,
Lamar,,,,,
Lamb,,,,,
Lampasas,,,,,
La Salle,,,,,
Lavaca,,,,,
Lee,,,,,
Leon,,,,,
Liberty,,,,,
Limestone,,,,,
Lipscomb,,,,,
Live Oak,,,,,
Llano,,,,,
Lubbock,,,,,
Lynn,,,,,
Madison,,,,,
Marion,,,,,
Martin,,,,,
Mason,,,,,
Matagorda,,,,,
Maverick,,,,,
McCulloch,,,,,
McLennan,,,,,
McMullen,,,,,
Medina,,,,,
Menard,,,,,
Midland,,,,,
Milam,,,,,
Mills,,,,,
Mitchell,,,,,
Montague,,,,,
Montgomery,,,,,
Moore,,,,,
Morris,,,,,
Motley,,,,,
Nacogdoches,,,,,
Navarro,,,,,
Newton,,,,,
Nolan,,,,,
Nueces,,,,,
Ochiltree,,,,,
Oldham,,,,,
Orange,,,,,
Palo Pinto,,,,,
Panola,,,,,
Parker,,,,,
Parmer,,,,,
Pecos,,,,,
Polk,,,,,
Potter,,,,,
Presidio,,,,,
Rains,,,,,
Randall,,,,,
Reagan,,,,,
Real,,,,,
Red River,,,,,
Reeves,,,,,
Refugio,,,,,
Roberts,,,,,
Robertson,,,,,
Rockwall,,,,,
Runnels,,,,,
Rusk,,,,,
Sabine,,,,,
San Augustine,,,,,
San Jacinto,,,,,
San Patricio,,,,,
San Saba,,,,,
Schleicher,,,,,
Scurry,,,,,
Shackelford,,,,,
Shelby,,,,,
Sherman,,,,,
Smith,,,,,
Somervell,,,,,
Starr,,,,,
Stephens,,,,,
Sterling,,,,,
Stonewall,,,,,
Sutton,,,,,
Swisher,,,,,
Tarrant,,,,,
Taylor,,,,,
Terrell,,,,,
Terry,,,,,
Throckmorton,,,,,
Titus,,,,,
Tom Green,,,,,
Travis,,,,,
Trinity,,,,,
Tyler,,,,,
Upshur,,,,,
Upton,,,,,
Uvalde,,,,,
Val Verde,,,,,
Van Zandt,,,,,
Victoria,,,,,
Walker,,,,,
Waller,,,,,
Ward,,,,,
Washington,,,,,
Webb,,,,,
Wharton,,,,,
Wheeler,,,,,
Wichita,,,,,
Wilbarger,,,,,
Willacy,,,,,
Williamson,,,,,
Wilson,,,,,
Winkler,,,,,
Wise,,,,,
Wood,,,,,
Yoakum,,,,,
Young,,,,,
Zapata,,,,,
Zavala,,,,,
Beaver,,,,,
Box Elder,,,,,
Cache,,,,,
Carbon,,,,,
Davis,,,,,
Duchesne,,,,,
Emery,,,,,
Garfield,,,,,
Grand,,,,,
Iron,,,,,
Juab,,,,,
Kane,,,,,
Millard,,,,,
Morgan,,,,,
Piute,,,,,
Rich,,,,,
Salt Lake,,,,,
San Juan,,,,,
Sanpete,,,,,
Sevier,,,,,
Summit,,,,,
Tooele,,,,,
Uintah,,,,,
Unknown,,,,,
Unknown,,,,,
Unknown,,,,,
Unknown,,,,,
Unknown,,,,,
Unknown,,,,,
Unknown,,,,,
Unknown,,,,,
Unknown,,,,,
Unknown,,,,,
Unknown,,,,,
Unknown,,,,,
Unknown,,,,,
Unknown,,,,,
Unknown,,,,,
Unknown,,,,,
Unknown,,,,,
Unknown,,,,,
Unknown,,,,,
Unknown,,,,,
Unknown,,,,,
Unknown,,,,,
Unknown,,,,,
Unknown,,,,,
Unknown,,,,,
Unknown,,,,,
Utah,,,,,
Wasatch,,,,,
Washington,,,,,
Wayne,,,,,
Weber,,,,,
Addison,,,,,
Bennington,,,,,
Caledonia,,,,,
Chittenden,,,,,
Essex,,,,,
Franklin,,,,,
Grand Isle,,,,,
Lamoille,,,,,
Orange,,,,,
Orleans,,,,,
Rutland,,,,,
Unknown,,,,,
Unknown,,,,,
Unknown,,,,,
Unknown,,,,,
Unknown,,,,,
Unknown,,,,,
Unknown,,,,,
Unknown,,,,,
Unknown,,,,,
Unknown,,,,,
Unknown,,,,,
Unknown,,,,,
Unknown,,,,,
Unknown,,,,,
Unknown,,,,,
Unknown,,,,,
Unknown,,,,,
Unknown,,,,,
Unknown,,,,,
Unknown,,,,,
Unknown,,,,,
Unknown,,,,,
Unknown,,,,,
Unknown,,,,,
Unknown,,,,,
Unknown,,,,,
Washington,,,,,
Windham,,,,,
Windsor,,,,,
Accomack,,,,,
Albemarle,,,,,
Alexandria city,,,,,
Alleghany,,,,,
Amelia,,,,,
Amherst,,,,,
Appomattox,,,,,
Arlington,,,,,
Augusta,,,,,
Bath,,,,,
Bedford,,,,,
Bland,,,,,
Botetourt,,,,,
Bristol city,,,,,
Brunswick,,,,,
Buchanan,,,,,
Buckingham,,,,,
Buena Vista city,,,,,
Campbell,,,,,
Caroline,,,,,
Carroll,,,,,
Charles City,,,,,
Charlotte,,,,,
Charlottesville city,,,,,
Chesapeake city,,,,,
Chesterfield,,,,,
Clarke,,,,,
Colonial Heights city,,,,,
Covington city,,,,,
Craig,,,,,
Culpeper,,,,,
Cumberland,,,,,
Danville city,,,,,
Dickenson,,,,,
Dinwiddie,,,,,
Emporia city,,,,,
Essex,,,,,
Fairfax,,,,,
Fairfax city,,,,,
Falls Church city,,,,,
Fauquier,,,,,
Floyd,,,,,
Fluvanna,,,,,
Franklin,,,,,
Franklin city,,,,,
Frederick,,,,,
Fredericksburg city,,,,,
Galax city,,,,,
Giles,,,,,
Gloucester,,,,,
Goochland,,,,,
Grayson,,,,,
Greene,,,,,
Greensville,,,,,
Halifax,,,,,
Hampton city,,,,,
Hanover,,,,,
Harrisonburg city,,,,,
Henrico,,,,,
Henry,,,,,
Highland,,,,,
Hopewell city,,,,,
Isle of Wight,,,,,
James City,,,,,
King and Queen,,,,,
King George,,,,,
King William,,,,,
Lancaster,,,,,
Lee,,,,,
Lexington city,,,,,
Loudoun,,,,,
Louisa,,,,,
Lunenburg,,,,,
Lynchburg city,,,,,
Madison,,,,,
Manassas city,,,,,
Manassas Park city,,,,,
Martinsville city,,,,,
Mathews,,,,,
Mecklenburg,,,,,
Middlesex,,,,,
Montgomery,,,,,
Nelson,,,,,
New Kent,,,,,
Newport News city,,,,,
Norfolk city,,,,,
Northampton,,,,,
Northumberland,,,,,
Norton city,,,,,
Nottoway,,,,,
Orange,,,,,
Page,,,,,
Patrick,,,,,
Petersburg city,,,,,
Pittsylvania,,,,,
Poquoson city,,,,,
Portsmouth city,,,,,
Powhatan,,,,,
Prince Edward,,,,,
Prince George,,,,,
Prince William,,,,,
Pulaski,,,,,
Radford city,,,,,
Rappahannock,,,,,
Richmond,,,,,
Richmond city,,,,,
Roanoke,,,,,
Roanoke city,,,,,
Rockbridge,,,,,
Rockingham,,,,,
Russell,,,,,
Salem city,,,,,
Scott,,,,,
Shenandoah,,,,,
Smyth,,,,,
Southampton,,,,,
Spotsylvania,,,,,
Stafford,,,,,
Staunton city,,,,,
Suffolk city,,,,,
Surry,,,,,
Sussex,,,,,
Tazewell,,,,,
Virginia Beach city,,,,,
Warren,,,,,
Washington,,,,,
Waynesboro city,,,,,
Westmoreland,,,,,
Williamsburg city,,,,,
Winchester city,,,,,
Wise,,,,,
Wythe,,,,,
York,,,,,
Adams,,,,,
Asotin,,,,,
Benton,,,,,
Chelan,,,,,
Clallam,,,,,
Clark,,,,,
Columbia,,,,,
Cowlitz,,,,,
Douglas,,,,,
Ferry,,,,,
Franklin,,,,,
Garfield,,,,,
Grant,,,,,
Grays Harbor,,,,,
Island,,,,,
Jefferson,,,,,
King,,,,,
Kitsap,,,,,
Kittitas,,,,,
Klickitat,,,,,
Lewis,,,,,
Lincoln,,,,,
Mason,,,,,
Okanogan,,,,,
Pacific,,,,,
Pend Oreille,,,,,
Pierce,,,,,
San Juan,,,,,
Skagit,,,,,
Skamania,,,,,
Snohomish,,,,,
Spokane,,,,,
Stevens,,,,,
Thurston,,,,,
Unknown,,,,,
Unknown,,,,,
Unknown,,,,,
Unknown,,,,,
Unknown,,,,,
Unknown,,,,,
Unknown,,,,,
Unknown,,,,,
Unknown,,,,,
Unknown,,,,,
Unknown,,,,,
Unknown,,,,,
Unknown,,,,,
Unknown,,,,,
Unknown,,,,,
Unknown,,,,,
Unknown,,,,,
Unknown,,,,,
Unknown,,,,,
Unknown,,,,,
Unknown,,,,,
Unknown,,,,,
Unknown,,,,,
Unknown,,,,,
Unknown,,,,,
Unknown,,,,,
Wahkiakum,,,,,
Walla Walla,,,,,
Whatcom,,,,,
Whitman,,,,,
Yakima,,,,,
Barbour,,,,,
Berkeley,,,,,
Boone,,,,,
Braxton,,,,,
Brooke,,,,,
Cabell,,,,,
Calhoun,,,,,
Clay,,,,,
Doddridge,,,,,
Fayette,,,,,
Gilmer,,,,,
Grant,,,,,
Greenbrier,,,,,
Hampshire,,,,,
Hancock,,,,,
Hardy,,,,,
Harrison,,,,,
Jackson,,,,,
Jefferson,,,,,
Kanawha,,,,,
Lewis,,,,,
Lincoln,,,,,
Logan,,,,,
Marion,,,,,
Marshall,,,,,
Mason,,,,,
McDowell,,,,,
Mercer,,,,,
Mineral,,,,,
Mingo,,,,,
Monongalia,,,,,
Monroe,,,,,
Morgan,,,,,
Nicholas,,,,,
Ohio,,,,,
Pendleton,,,,,
Pleasants,,,,,
Pocahontas,,,,,
Preston,,,,,
Putnam,,,,,
Raleigh,,,,,
Randolph,,,,,
Ritchie,,,,,
Roane,,,,,
Summers,,,,,
Taylor,,,,,
Tucker,,,,,
Tyler,,,,,
Upshur,,,,,
Wayne,,,,,
Webster,,,,,
Wetzel,,,,,
Wirt,,,,,
Wood,,,,,
Wyoming,,,,,
Adams,,,,,
Ashland,,,,,
Barron,,,,,
Bayfield,,,,,
Brown,,,,,
Buffalo,,,,,
Burnett,,,,,
Calumet,,,,,
Chippewa,,,,,
Clark,,,,,
Columbia,,,,,
Crawford,,,,,
Dane,,,,,
Dodge,,,,,
Door,,,,,
Douglas,,,,,
Dunn,,,,,
Eau Claire,,,,,
Florence,,,,,
Fond du Lac,,,,,
Forest,,,,,
Grant,,,,,
Green,,,,,
Green Lake,,,,,
Iowa,,,,,
Iron,,,,,
Jackson,,,,,
Jefferson,,,,,
Juneau,,,,,
Kenosha,,,,,
Kewaunee,,,,,
La Crosse,,,,,
Lafayette,,,,,
Langlade,,,,,
Lincoln,,,,,
Manitowoc,,,,,
Marathon,,,,,
Marinette,,,,,
Marquette,,,,,
Menominee,,,,,
Milwaukee,,,,,
Monroe,,,,,
Oconto,,,,,
Oneida,,,,,
Outagamie,,,,,
Ozaukee,,,,,
Pepin,,,,,
Pierce,,,,,
Polk,,,,,
Portage,,,,,
Price,,,,,
Racine,,,,,
Richland,,,,,
Rock,,,,,
Rusk,,,,,
Sauk,,,,,
Sawyer,,,,,
Shawano,,,,,
Sheboygan,,,,,
St. Croix,,,,,
Taylor,,,,,
Trempealeau,,,,,
Unknown,,,,,
Unknown,,,,,
Unknown,,,,,
Unknown,,,,,
Unknown,,,,,
Unknown,,,,,
Unknown,,,,,
Unknown,,,,,
Unknown,,,,,
Unknown,,,,,
Unknown,,,,,
Unknown,,,,,
Unknown,,,,,
Unknown,,,,,
Unknown,,,,,
Unknown,,,,,
Unknown,,,,,
Unknown,,,,,
Unknown,,,,,
Unknown,,,,,
Unknown,,,,,
Unknown,,,,,
Unknown,,,,,
Unknown,,,,,
Unknown,,,,,
Unknown,,,,,
Vernon,,,,,
Vilas,,,,,
Walworth,,,,,
Washburn,,,,,
Washington,,,,,
Waukesha,,,,,
Waupaca,,,,,
Waushara,,,,,
Winnebago,,,,,
Wood,,,,,
Albany,,,,,
Big Horn,,,,,
Campbell,,,,,
Carbon,,,,,
Converse,,,,,
Crook,,,,,
Fremont,,,,,
Goshen,,,,,
Hot Springs,,,,,
Johnson,,,,,
Laramie,,,,,
Lincoln,,,,,
Natrona,,,,,
Niobrara,,,,,
Park,,,,,
Platte,,,,,
Sheridan,,,,,
Sublette,,,,,
Sweetwater,,,,,
Teton,,,,,
Uinta,,,,,
Washakie,,,,,
Weston,,,,,
